Codigo Departamento	Departamento	Codigo Municipio	Municipio	Nivel para indicadores	Ano	Grado	Inscritos Total	Inscritos Hombres	Inscritos Mujeres	Repitentes Total	Repitentes Hombres	Repitentes Mujeres	No promovidos Total	No promovidos Hombres	No promovidos Mujeres	Desertores Total	Desertores Hombres	Desertores Mujeres	Fracaso Escolar Total	Fracaso Escolar Mujeres	Fracaso Escolar Hombres	Tasa de Conservación Hombres	Tasa de Conservación Mujeres	Tasa de Conservación Total
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PREPRIMARIA	2015	4	80	37	43	0	0	0	0	0	0	1	1	0	0.01	0	0.03	0.97	1	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PREPRIMARIA	2015	5	409	209	200	0	0	0	0	0	0	8	5	3	0.02	0.02	0.02	0.98	0.99	0.98
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PREPRIMARIA	2015	6	1363	665	698	0	0	0	0	0	0	13	7	6	0.01	0.01	0.01	0.99	0.99	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PREPRIMARIA	2016	2	8	3	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PREPRIMARIA	2016	3	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PREPRIMARIA	2016	4	57	27	30	0	0	0	0	0	0	1	0	1	0.02	0.03	0	1	0.97	0.98
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PREPRIMARIA	2016	5	382	182	200	0	0	0	0	0	0	10	4	6	0.03	0.03	0.02	0.98	0.97	0.97
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PREPRIMARIA	2016	6	1320	685	635	1	0	1	0	0	0	18	8	10	0.01	0.02	0.01	0.99	0.98	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PREPRIMARIA	2017	3	3	2	1	0	0	0	0	0	0	1	0	1	0.33	1	0	1	0	0.67
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PREPRIMARIA	2017	4	56	24	32	0	0	0	0	0	0	1	1	0	0.02	0	0.04	0.96	1	0.98
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PREPRIMARIA	2017	5	424	228	196	0	0	0	0	0	0	7	4	3	0.02	0.02	0.02	0.98	0.98	0.98
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PREPRIMARIA	2017	6	1449	727	722	0	0	0	0	0	0	17	5	12	0.01	0.02	0.01	0.99	0.98	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2013	1	2633	1358	1275	751	417	334	803	445	358	59	35	24	0.33	0.3	0.35	0.97	0.98	0.98
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2013	2	2491	1301	1190	418	249	169	463	283	180	28	16	12	0.2	0.16	0.23	0.99	0.99	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2013	3	2367	1211	1156	288	164	124	406	228	178	37	21	16	0.19	0.17	0.21	0.98	0.99	0.98
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2013	4	2202	1154	1048	162	97	65	277	168	109	46	25	21	0.15	0.12	0.17	0.98	0.98	0.98
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2013	5	2042	1070	972	135	87	48	204	133	71	24	8	16	0.11	0.09	0.13	0.99	0.98	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2013	6	1783	891	892	21	10	11	57	35	22	13	5	8	0.04	0.03	0.04	0.99	0.99	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2014	1	2604	1390	1214	670	376	294	573	324	249	83	48	35	0.25	0.23	0.27	0.97	0.97	0.97
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2014	2	2209	1151	1058	348	211	137	335	197	138	35	25	10	0.17	0.14	0.19	0.98	0.99	0.98
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2014	3	2354	1205	1149	293	162	131	282	142	140	22	10	12	0.13	0.13	0.13	0.99	0.99	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2014	4	2103	1079	1024	165	101	64	170	108	62	49	21	28	0.1	0.09	0.12	0.98	0.97	0.98
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2014	5	1968	1037	931	91	60	31	122	75	47	44	24	20	0.08	0.07	0.1	0.98	0.98	0.98
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2014	6	1834	954	880	15	7	8	21	10	11	16	11	5	0.02	0.02	0.02	0.99	0.99	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2015	1	2437	1277	1160	531	303	228	549	320	229	52	32	20	0.25	0.21	0.28	0.97	0.98	0.98
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2015	2	2274	1221	1053	299	174	125	397	233	164	22	15	7	0.18	0.16	0.2	0.99	0.99	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2015	3	2079	1054	1025	226	117	109	277	148	129	25	18	7	0.15	0.13	0.16	0.98	0.99	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2015	4	2113	1109	1004	103	70	33	244	157	87	17	14	3	0.12	0.09	0.15	0.99	1	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2015	5	1915	976	939	67	42	25	154	104	50	26	13	13	0.09	0.07	0.12	0.99	0.99	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2015	6	1765	923	842	5	3	2	53	30	23	17	9	8	0.04	0.04	0.04	0.99	0.99	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2016	1	2352	1234	1118	136	81	55	515	314	201	70	32	38	0.25	0.21	0.28	0.97	0.97	0.97
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2016	2	2191	1132	1059	420	243	177	363	214	149	48	24	24	0.19	0.16	0.21	0.98	0.98	0.98
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2016	3	2064	1087	977	27	12	15	238	134	104	55	30	25	0.14	0.13	0.15	0.97	0.97	0.97
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2016	4	1908	981	927	6	4	2	174	104	70	52	34	18	0.12	0.09	0.14	0.97	0.98	0.97
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2016	5	1889	981	908	84	57	27	154	98	56	38	24	14	0.1	0.08	0.12	0.98	0.98	0.98
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2016	6	1744	877	867	56	34	22	40	26	14	20	12	8	0.03	0.03	0.04	0.99	0.99	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2017	1	2404	1295	1109	478	297	181	511	294	217	66	35	31	0.24	0.22	0.25	0.97	0.97	0.97
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2017	2	2148	1108	1040	341	203	138	320	200	120	15	10	5	0.16	0.12	0.19	0.99	1	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2017	3	1999	1015	984	202	113	89	249	145	104	28	17	11	0.14	0.12	0.16	0.98	0.99	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2017	4	1884	993	891	118	70	48	211	133	78	18	11	7	0.12	0.1	0.15	0.99	0.99	0.99
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2017	5	1752	899	853	79	54	25	173	115	58	42	26	16	0.12	0.09	0.16	0.97	0.98	0.98
4	CHIMALTENANGO	3	SAN MARTIN JILOTEPEQUE	PRIMARIA	2017	6	1688	870	818	21	16	5	34	22	12	24	18	6	0.03	0.02	0.05	0.98	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2013	1	899	502	397	130	85	45	358	212	146	62	33	29	0.47	0.44	0.49	0.93	0.93	0.93
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2013	2	726	399	327	44	27	17	219	139	80	34	24	10	0.35	0.28	0.41	0.94	0.97	0.95
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2013	3	543	286	257	27	16	11	123	54	69	12	6	6	0.25	0.29	0.21	0.98	0.98	0.98
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2014	1	1049	550	499	138	86	52	395	224	171	84	55	29	0.46	0.4	0.51	0.9	0.94	0.92
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2014	2	841	481	360	60	40	20	244	157	87	47	33	14	0.35	0.28	0.4	0.93	0.96	0.94
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2014	3	651	342	309	10	7	3	153	85	68	26	14	12	0.27	0.26	0.29	0.96	0.96	0.96
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2015	1	958	514	444	98	62	36	395	235	160	64	44	20	0.48	0.41	0.54	0.91	0.95	0.93
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2015	2	952	491	461	66	45	21	283	174	109	64	40	24	0.36	0.29	0.44	0.92	0.95	0.93
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2015	3	737	404	333	26	14	12	121	76	45	23	18	5	0.2	0.15	0.23	0.96	0.98	0.97
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2016	1	988	560	428	36	22	14	384	241	143	115	85	30	0.51	0.4	0.58	0.85	0.93	0.88
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2016	2	900	484	416	88	56	32	297	177	120	75	55	20	0.41	0.34	0.48	0.89	0.95	0.92
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2016	3	797	402	395	7	6	1	148	77	71	29	21	8	0.22	0.2	0.24	0.95	0.98	0.96
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2017	1	1014	575	439	111	80	31	334	226	108	74	53	21	0.4	0.29	0.49	0.91	0.95	0.93
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2017	2	814	423	391	53	33	20	204	122	82	49	32	17	0.31	0.25	0.36	0.92	0.96	0.94
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	BASICO	2017	3	733	378	355	24	9	15	156	95	61	24	13	11	0.25	0.2	0.29	0.97	0.97	0.97
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2013	4	129	62	67	1	0	1	36	21	15	3	3	0	0.3	0.22	0.39	0.95	1	0.98
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2013	5	160	78	82	1	0	1	28	12	16	3	2	1	0.19	0.21	0.18	0.97	0.99	0.98
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2013	6	92	34	58	0	0	0	8	4	4	0	0	0	0.09	0.07	0.12	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2014	4	161	90	71	0	0	0	30	21	9	9	7	2	0.24	0.15	0.31	0.92	0.97	0.94
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2014	5	210	122	88	1	1	0	31	20	11	21	18	3	0.25	0.16	0.31	0.85	0.97	0.9
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2014	6	102	35	67	0	0	0	5	1	4	2	0	2	0.07	0.09	0.03	1	0.97	0.98
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2015	4	184	103	81	4	4	0	54	35	19	17	12	5	0.39	0.3	0.46	0.88	0.94	0.91
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2015	5	218	128	90	0	0	0	56	38	18	21	18	3	0.35	0.23	0.44	0.86	0.97	0.9
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2015	6	90	35	55	0	0	0	4	2	2	0	1	-1	0.04	0.02	0.09	0.97	1.02	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2016	4	201	98	103	11	6	5	39	24	15	18	12	6	0.28	0.2	0.37	0.88	0.94	0.91
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2016	5	215	121	94	4	4	0	50	28	22	23	15	8	0.34	0.32	0.36	0.88	0.91	0.89
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2016	6	70	30	40	0	0	0	2	1	1	1	0	1	0.04	0.05	0.03	1	0.98	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2017	4	304	153	151	5	3	2	67	43	24	12	8	4	0.26	0.19	0.33	0.95	0.97	0.96
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2017	5	167	79	88	4	3	1	39	19	20	1	0	1	0.24	0.24	0.24	1	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	DIVERSIFICADO	2017	6	85	35	50	0	0	0	5	1	4	0	0	0	0.06	0.08	0.03	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2013	0	7	2	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2013	1	28	9	19	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2013	2	35	20	15	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2013	3	122	50	72	0	0	0	0	0	0	4	-3	7	0.03	0.1	-0.06	1.06	0.9	0.97
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2013	4	117	68	49	0	0	0	0	0	0	9	9	0	0.08	0	0.13	0.87	1	0.92
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2013	5	137	58	79	0	0	0	0	0	0	13	6	7	0.09	0.09	0.1	0.9	0.91	0.91
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2013	6	484	251	233	0	0	0	0	0	0	-463	-236	-227	-0.96	-0.97	-0.94	1.94	1.97	1.96
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2013	9	484	247	237	0	0	0	0	0	0	484	247	237	1	1	1	0	0	0
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2014	0	6	2	4	0	0	0	0	0	0	-1	-1	0	-0.17	0	-0.5	1.5	1	1.17
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2014	1	29	8	21	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2014	2	32	11	21	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2014	3	92	54	38	0	0	0	0	0	0	-14	-8	-6	-0.15	-0.16	-0.15	1.15	1.16	1.15
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2014	4	100	46	54	0	0	0	0	0	0	1	2	-1	0.01	-0.02	0.04	0.96	1.02	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2014	5	108	49	59	0	0	0	0	0	0	-5	-5	0	-0.05	0	-0.1	1.1	1	1.05
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2014	6	994	492	502	0	0	0	0	0	0	4	-1	5	0	0.01	0	1	0.99	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2015	0	12	3	9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2015	1	29	15	14	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2015	2	61	24	37	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2015	3	80	33	47	0	0	0	0	0	0	1	1	0	0.01	0	0.03	0.97	1	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2015	4	105	57	48	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2015	5	126	58	68	0	0	0	0	0	0	0	-1	1	0	0.01	-0.02	1.02	0.99	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2015	6	949	500	449	0	0	0	0	0	0	10	5	5	0.01	0.01	0.01	0.99	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2016	0	21	11	10	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2016	1	29	10	19	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2016	2	55	28	27	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2016	3	93	38	55	0	0	0	0	0	0	1	1	0	0.01	0	0.03	0.97	1	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2016	4	112	43	69	0	0	0	0	0	0	4	1	3	0.04	0.04	0.02	0.98	0.96	0.96
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2016	5	142	74	68	0	0	0	0	0	0	3	1	2	0.02	0.03	0.01	0.99	0.97	0.98
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2016	6	926	461	465	0	0	0	0	0	0	8	3	5	0.01	0.01	0.01	0.99	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2017	0	8	1	7	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2017	1	41	27	14	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2017	2	41	14	27	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2017	3	57	31	26	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2017	4	109	42	67	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2017	5	153	73	80	0	0	0	0	0	0	1	0	1	0.01	0.01	0	1	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PREPRIMARIA	2017	6	970	484	486	0	0	0	0	0	0	4	1	3	0	0.01	0	1	0.99	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2013	1	1381	724	657	258	146	112	294	164	130	16	10	6	0.22	0.21	0.24	0.99	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2013	2	1341	686	655	166	91	75	198	122	76	13	8	5	0.16	0.12	0.19	0.99	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2013	3	1266	641	625	93	59	34	153	89	64	3	0	3	0.12	0.11	0.14	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2013	4	1166	595	571	85	60	25	127	74	53	10	6	4	0.12	0.1	0.13	0.99	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2013	5	1060	538	522	37	25	12	95	54	41	4	6	-2	0.09	0.07	0.11	0.99	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2013	6	1065	535	530	7	5	2	22	17	5	4	3	1	0.02	0.01	0.04	0.99	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2014	1	1334	692	642	233	129	104	213	121	92	17	12	5	0.17	0.15	0.19	0.98	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2014	2	1247	650	597	142	84	58	172	110	62	13	7	6	0.15	0.11	0.18	0.99	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2014	3	1242	632	610	93	58	35	133	78	55	5	6	-1	0.11	0.09	0.13	0.99	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2014	4	1159	589	570	45	24	21	107	69	38	1	1	0	0.09	0.07	0.12	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2014	5	1072	556	516	36	21	15	71	46	25	6	5	1	0.07	0.05	0.09	0.99	1	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2014	6	965	489	476	6	4	2	11	5	6	4	1	3	0.02	0.02	0.01	1	0.99	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2015	1	1323	672	651	200	113	87	216	123	93	8	4	4	0.17	0.15	0.19	0.99	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2015	2	1264	672	592	147	97	50	162	103	59	11	6	5	0.14	0.11	0.16	0.99	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2015	3	1168	600	568	104	63	41	110	66	44	6	2	4	0.1	0.08	0.11	1	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2015	4	1149	583	566	59	40	19	111	69	42	10	7	3	0.11	0.08	0.13	0.99	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2015	5	1073	550	523	31	22	9	66	43	23	0	0	0	0.06	0.04	0.08	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2015	6	1005	522	483	6	5	1	18	12	6	4	1	3	0.02	0.02	0.02	1	0.99	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2016	1	1225	646	579	37	21	16	201	127	74	15	6	9	0.18	0.14	0.21	0.99	0.98	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2016	2	1239	632	607	163	91	72	145	90	55	12	4	8	0.13	0.1	0.15	0.99	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2016	3	1180	619	561	11	8	3	127	87	40	5	1	4	0.11	0.08	0.14	1	0.99	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2016	4	1118	583	535	3	1	2	114	73	41	11	5	6	0.11	0.09	0.13	0.99	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2016	5	1038	524	514	56	38	18	114	70	44	10	7	3	0.12	0.09	0.15	0.99	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2016	6	995	508	487	26	17	9	35	20	15	9	8	1	0.04	0.03	0.06	0.98	1	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2017	1	1240	656	584	185	120	65	211	124	87	10	3	7	0.18	0.16	0.19	1	0.99	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2017	2	1164	604	560	133	83	50	159	91	68	6	4	2	0.14	0.13	0.16	0.99	1	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2017	3	1186	617	569	107	75	32	117	76	41	5	4	1	0.1	0.07	0.13	0.99	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2017	4	1103	568	535	72	44	28	129	86	43	2	2	0	0.12	0.08	0.15	1	1	1
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2017	5	1054	550	504	58	36	22	98	61	37	6	4	2	0.1	0.08	0.12	0.99	1	0.99
4	CHIMALTENANGO	4	SAN JUAN COMALAPA	PRIMARIA	2017	6	945	465	480	17	7	10	42	23	19	6	2	4	0.05	0.05	0.05	1	0.99	0.99
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2013	1	260	152	108	14	12	2	85	43	42	14	13	1	0.38	0.4	0.37	0.91	0.99	0.95
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2013	2	243	152	91	16	13	3	82	59	23	16	11	5	0.4	0.31	0.46	0.93	0.95	0.93
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2013	3	204	111	93	5	5	0	67	43	24	9	6	3	0.37	0.29	0.44	0.95	0.97	0.96
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2014	1	240	141	99	19	16	3	36	23	13	14	10	4	0.21	0.17	0.23	0.93	0.96	0.94
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2014	2	240	140	100	15	11	4	38	26	12	14	7	7	0.22	0.19	0.24	0.95	0.93	0.94
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2014	3	209	126	83	8	5	3	11	8	3	10	7	3	0.1	0.07	0.12	0.94	0.96	0.95
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2015	1	248	155	93	9	6	3	63	46	17	5	1	4	0.27	0.23	0.3	0.99	0.96	0.98
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2015	2	233	134	99	6	4	2	68	39	29	19	12	7	0.37	0.36	0.38	0.91	0.93	0.92
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2015	3	213	125	88	2	2	0	22	13	9	7	4	3	0.14	0.14	0.14	0.97	0.97	0.97
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2016	1	249	149	100	0	0	0	75	51	24	6	2	4	0.33	0.28	0.36	0.99	0.96	0.98
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2016	2	240	146	94	10	7	3	58	39	19	9	4	5	0.28	0.26	0.29	0.97	0.95	0.96
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2016	3	196	111	85	1	0	1	36	24	12	5	1	4	0.21	0.19	0.23	0.99	0.95	0.97
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2017	1	285	176	109	12	11	1	98	72	26	4	3	1	0.36	0.25	0.43	0.98	0.99	0.99
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2017	2	220	132	88	10	6	4	71	48	23	0	0	0	0.32	0.26	0.36	1	1	1
4	CHIMALTENANGO	5	SANTA APOLONIA	BASICO	2017	3	217	130	87	5	3	2	31	22	9	1	0	1	0.15	0.11	0.17	1	0.99	1
